acquisition_seed,training_seed,strategy,round,labeled_budget,development_eval_size,yaml_path,map50,map5095,precision,recall,train_status,train_run_dir,error,actual_trained_epochs,final_epoch,best_epoch_map50,best_results_map50,last_results_map50,best_epoch_map5095,best_results_map5095,last_results_map5095,retry_count
44,1044,GTFreeDatasetBalancedVisualDiversity,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeDatasetBalancedVisualDiversity\round_1\data.yaml,0.225108,0.092988,0.498002,0.289414,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeDatasetBalancedVisualDiversity_R1_trainseed1044,,100,100,68,0.22692,0.21384,65,0.09279,0.08911,0
44,1044,GTFreeDatasetBalancedVisualDiversity,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeDatasetBalancedVisualDiversity\round_2\data.yaml,0.2599,0.115177,0.369904,0.240774,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeDatasetBalancedVisualDiversity_R2_trainseed1044,,100,100,85,0.27759,0.27665,75,0.1153,0.11107,0
44,1044,GTFreeDatasetBalancedVisualDiversity,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeDatasetBalancedVisualDiversity\round_3\data.yaml,0.298225,0.146495,0.366097,0.301011,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeDatasetBalancedVisualDiversity_R3_trainseed1044,,100,100,81,0.30487,0.27685,89,0.14735,0.1322,0
44,1044,GTFreeDatasetBalancedVisualDiversity,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeDatasetBalancedVisualDiversity\round_4\data.yaml,0.362451,0.15005,0.467993,0.342634,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeDatasetBalancedVisualDiversity_R4_trainseed1044,,100,100,92,0.36726,0.36055,99,0.15253,0.15221,0
44,1044,GTFreeRandom,0,15,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\__SHARED_ROUND0__\round_0\data.yaml,0.100012,0.035166,0.632629,0.154762,shared_baseline,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44___SHARED_ROUND0___R0_trainseed1044,,100,100,50,0.12788,0.09159,50,0.03774,0.03431,0
44,1044,GTFreeRandom,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeRandom\round_1\data.yaml,0.245671,0.100968,0.265328,0.322224,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeRandom_R1_trainseed1044,,100,100,89,0.24394,0.21548,89,0.10065,0.08806,0
44,1044,GTFreeRandom,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeRandom\round_2\data.yaml,0.269005,0.122604,0.454886,0.277659,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeRandom_R2_trainseed1044,,100,100,69,0.27339,0.21769,67,0.12252,0.09985,0
44,1044,GTFreeRandom,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeRandom\round_3\data.yaml,0.330657,0.142692,0.380219,0.36512,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeRandom_R3_trainseed1044,,100,100,91,0.33504,0.3268,93,0.14342,0.13759,0
44,1044,GTFreeRandom,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_44\GTFreeRandom\round_4\data.yaml,0.384979,0.178507,0.517515,0.437975,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed44_GTFreeRandom_R4_trainseed1044,,100,100,63,0.40089,0.37618,67,0.17793,0.16525,0
45,1045,GTFreeDatasetBalancedConsistency,0,15,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\__SHARED_ROUND0__\round_0\data.yaml,0.133376,0.060804,0.144766,0.194171,shared_baseline,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45___SHARED_ROUND0___R0_trainseed1045,,100,100,98,0.14149,0.14149,74,0.06076,0.0602,0
45,1045,GTFreeDatasetBalancedConsistency,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedConsistency\round_1\data.yaml,0.159205,0.067484,0.336665,0.24698,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedConsistency_R1_trainseed1045,,100,100,97,0.15923,0.15618,97,0.06719,0.06622,0
45,1045,GTFreeDatasetBalancedConsistency,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedConsistency\round_2\data.yaml,0.223256,0.094657,0.229548,0.358527,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedConsistency_R2_trainseed1045,,100,100,69,0.22354,0.19311,69,0.09538,0.07775,0
45,1045,GTFreeDatasetBalancedConsistency,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedConsistency\round_3\data.yaml,0.302217,0.14244,0.336339,0.343434,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedConsistency_R3_trainseed1045,,100,100,93,0.31091,0.30521,95,0.14328,0.14103,0
45,1045,GTFreeDatasetBalancedConsistency,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedConsistency\round_4\data.yaml,0.370931,0.14921,0.514434,0.335795,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedConsistency_R4_trainseed1045,,100,100,84,0.38361,0.35886,81,0.15076,0.14808,0
45,1045,GTFreeDatasetBalancedVisualDiversity,0,15,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\__SHARED_ROUND0__\round_0\data.yaml,0.133376,0.060804,0.144766,0.194171,shared_baseline,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45___SHARED_ROUND0___R0_trainseed1045,,100,100,98,0.14149,0.14149,74,0.06076,0.0602,0
45,1045,GTFreeDatasetBalancedVisualDiversity,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedVisualDiversity\round_1\data.yaml,0.15823,0.070004,0.251707,0.229989,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedVisualDiversity_R1_trainseed1045,,100,100,100,0.18986,0.18986,52,0.07,0.06915,0
45,1045,GTFreeDatasetBalancedVisualDiversity,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedVisualDiversity\round_2\data.yaml,0.212696,0.092105,0.394863,0.280416,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedVisualDiversity_R2_trainseed1045,,100,100,89,0.21159,0.19543,89,0.09227,0.0844,0
45,1045,GTFreeDatasetBalancedVisualDiversity,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedVisualDiversity\round_3\data.yaml,0.361023,0.150702,0.523549,0.332882,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedVisualDiversity_R3_trainseed1045,,100,100,83,0.38201,0.37696,97,0.15259,0.15085,0
45,1045,GTFreeDatasetBalancedVisualDiversity,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeDatasetBalancedVisualDiversity\round_4\data.yaml,0.355876,0.156977,0.505378,0.371499,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeDatasetBalancedVisualDiversity_R4_trainseed1045,,100,100,95,0.36066,0.35738,99,0.15681,0.15513,0
45,1045,GTFreeRandom,0,15,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\__SHARED_ROUND0__\round_0\data.yaml,0.133376,0.060804,0.144766,0.194171,shared_baseline,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45___SHARED_ROUND0___R0_trainseed1045,,100,100,98,0.14149,0.14149,74,0.06076,0.0602,0
45,1045,GTFreeRandom,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeRandom\round_1\data.yaml,0.280207,0.133138,0.433936,0.329741,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeRandom_R1_trainseed1045,,100,100,100,0.28342,0.28342,97,0.13477,0.13368,0
45,1045,GTFreeRandom,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeRandom\round_2\data.yaml,0.342338,0.154473,0.416395,0.357164,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeRandom_R2_trainseed1045,,100,100,77,0.3511,0.31943,85,0.15443,0.13984,0
45,1045,GTFreeRandom,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeRandom\round_3\data.yaml,0.324456,0.146415,0.583583,0.306055,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeRandom_R3_trainseed1045,,100,100,51,0.32245,0.29044,51,0.14647,0.14578,0
45,1045,GTFreeRandom,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_45\GTFreeRandom\round_4\data.yaml,0.386166,0.179207,0.468444,0.371028,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed45_GTFreeRandom_R4_trainseed1045,,100,100,84,0.41508,0.36641,79,0.1815,0.15137,0
46,1046,GTFreeDatasetBalancedConsistency,0,15,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\__SHARED_ROUND0__\round_0\data.yaml,0.208626,0.080173,0.343567,0.306698,shared_baseline,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46___SHARED_ROUND0___R0_trainseed1046,,100,100,98,0.20877,0.20877,98,0.0802,0.0802,0
46,1046,GTFreeDatasetBalancedConsistency,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedConsistency\round_1\data.yaml,0.217835,0.091837,0.493538,0.223951,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedConsistency_R1_trainseed1046,,100,100,71,0.21902,0.17863,71,0.09242,0.0769,0
46,1046,GTFreeDatasetBalancedConsistency,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedConsistency\round_2\data.yaml,0.317535,0.134999,0.477389,0.37869,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedConsistency_R2_trainseed1046,,100,100,61,0.32826,0.29668,65,0.13606,0.12799,0
46,1046,GTFreeDatasetBalancedConsistency,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedConsistency\round_3\data.yaml,0.370055,0.162929,0.42705,0.475479,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedConsistency_R3_trainseed1046,,100,100,65,0.36931,0.31971,65,0.16284,0.14485,0
46,1046,GTFreeDatasetBalancedConsistency,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedConsistency\round_4\data.yaml,0.363439,0.169418,0.416544,0.348672,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedConsistency_R4_trainseed1046,,100,100,91,0.36985,0.34762,81,0.16875,0.14997,0
46,1046,GTFreeDatasetBalancedVisualDiversity,0,15,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\__SHARED_ROUND0__\round_0\data.yaml,0.208626,0.080173,0.343567,0.306698,shared_baseline,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46___SHARED_ROUND0___R0_trainseed1046,,100,100,98,0.20877,0.20877,98,0.0802,0.0802,0
46,1046,GTFreeDatasetBalancedVisualDiversity,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedVisualDiversity\round_1\data.yaml,0.247463,0.106536,0.382799,0.356694,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedVisualDiversity_R1_trainseed1046,,100,100,97,0.24843,0.2469,100,0.10624,0.10624,0
46,1046,GTFreeDatasetBalancedVisualDiversity,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedVisualDiversity\round_2\data.yaml,0.341103,0.140329,0.494417,0.413607,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedVisualDiversity_R2_trainseed1046,,100,100,93,0.35003,0.32635,89,0.14141,0.13044,0
46,1046,GTFreeDatasetBalancedVisualDiversity,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedVisualDiversity\round_3\data.yaml,0.29088,0.127553,0.453791,0.324167,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedVisualDiversity_R3_trainseed1046,,100,100,87,0.2985,0.27454,79,0.12758,0.11641,0
46,1046,GTFreeDatasetBalancedVisualDiversity,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeDatasetBalancedVisualDiversity\round_4\data.yaml,0.377622,0.174714,0.391225,0.419964,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeDatasetBalancedVisualDiversity_R4_trainseed1046,,100,100,94,0.38562,0.36638,91,0.17473,0.16396,0
46,1046,GTFreeRandom,0,15,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\__SHARED_ROUND0__\round_0\data.yaml,0.208626,0.080173,0.343567,0.306698,shared_baseline,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46___SHARED_ROUND0___R0_trainseed1046,,100,100,98,0.20877,0.20877,98,0.0802,0.0802,0
46,1046,GTFreeRandom,1,20,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeRandom\round_1\data.yaml,0.206699,0.082459,0.256391,0.291836,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeRandom_R1_trainseed1046,,100,100,87,0.21013,0.20915,97,0.08257,0.08046,0
46,1046,GTFreeRandom,2,25,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeRandom\round_2\data.yaml,0.205982,0.080406,0.324833,0.214632,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeRandom_R2_trainseed1046,,100,100,99,0.21188,0.21188,93,0.08054,0.07861,0
46,1046,GTFreeRandom,3,30,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeRandom\round_3\data.yaml,0.347539,0.166264,0.302498,0.424243,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeRandom_R3_trainseed1046,,100,100,83,0.34571,0.30913,83,0.16543,0.14464,0
46,1046,GTFreeRandom,4,35,180,C:\Users\user\Desktop\vlm\Defect_VLM_Project\datasets\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\seed_46\GTFreeRandom\round_4\data.yaml,0.38943,0.175286,0.434432,0.432511,success,C:\Users\user\Desktop\vlm\Defect_VLM_Project\runs\active_learning_ablation_v7_full_curve\v7_full_curve_20260711_211848\yolo_train_runs\seed46_GTFreeRandom_R4_trainseed1046,,100,100,99,0.39415,0.38902,99,0.17675,0.17562,0
