acquisition_seed,strategy,round,dataset_type,image_name,sample_id,rank_in_selection,min_cosine_distance_to_labeled_before_selection,num_reference_labeled_before_selection
43,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,crazing_219.jpg,a39d4d10837d9ffc5f81ebb56868d1576c65772e45bb2652a01bd44fbe65c248,3,0.2969995141029358,30
43,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_05_4403831800_00930.jpg,dccfd6d97fdacbccfe74f38ee3a475d13988146885a0c2517a0c41a984b1dd1c,4,0.39332228899002075,30
43,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,scratches_184.jpg,fdea6e377619e0dac2455ceb42bd32fca131e2e82641e18461f498c58c582ca1,5,0.29200953245162964,30
43,GTFreeRandom,1,GC10-DET,img_07_4405381400_00773.jpg,4a4b401c43dc80320554bdeb7644c970fdb9e5eb74f6ae9da2a4114b9287956c,1,0.16545873880386353,15
43,GTFreeRandom,1,GC10-DET,img_05_4405381400_00774.jpg,5613db10f3f8623bc3b82962a11bb2244d022ede6d414c8d97300fb235e807f4,2,0.22833704948425293,15
43,GTFreeRandom,1,GC10-DET,img_06_3436642500_00002.jpg,5ff33e9f33908e878836d877c303ac462a40d7c83a35837ae493e136bd5d2392,3,0.19193434715270996,15
43,GTFreeRandom,1,NEU-DET,patches_228.jpg,d78d7eef3504015dd331c8bcc580dd3e3bb12b22130265f8d55f8e228b0b8f30,4,0.1352163553237915,15
43,GTFreeRandom,1,GC10-DET,img_02_4406783500_00008.jpg,ff661475c560fe021a0d596a4b23e277fdb8ceb46fd1e69bd5f60cf356dbfae7,5,0.21512222290039062,15
43,GTFreeRandom,2,NEU-DET,crazing_225.jpg,089bfecb9772dc1d7d7a3a7bdb1b96f52a0742d2d54e8419cbd178247f198a5a,1,0.32976043224334717,20
43,GTFreeRandom,2,GC10-DET,img_01_4402117200_00003.jpg,34b38bf2c6dcd0949c9841e3d6e7c27161e53c973bd3fab66dd139bc62163391,2,0.396024227142334,20
43,GTFreeRandom,2,NEU-DET,inclusion_197.jpg,3a65c774b0c01269b0cf2ae26bf91d47fede4afcb1dd1eb8fe41e76f615ad39d,3,0.18051362037658691,20
43,GTFreeRandom,2,GC10-DET,img_07_4405376700_00809.jpg,5755975903f09526605d14f4dc24d84c40bc85b86d2649abbdd6f6db9ad54cf2,4,0.12626683712005615,20
43,GTFreeRandom,2,GC10-DET,img_02_4406430100_00002.jpg,ae4235c5964cf7dd84ba696a747f0832889e0dd49e10df8a8707a3eb6327af5a,5,0.16943740844726562,20
43,GTFreeRandom,3,GC10-DET,img_08_427199900_01134.jpg,3328cc628d137c3c94430d077cb0c83d92c352ee16bd6982c87e2a32f99b6f36,1,0.43001747131347656,25
43,GTFreeRandom,3,NEU-DET,rolled-in_scale_30.jpg,5a326959ac310d162cf9d519783fb2bc3c8585a20c72c16e36a39117685131b2,2,0.36136889457702637,25
43,GTFreeRandom,3,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,3,0.3318871855735779,25
43,GTFreeRandom,3,NEU-DET,scratches_231.jpg,cb06ce5c325eedc80249bd05b87209a9f36c1960600e7bd61998321d1f4df874,4,0.347353458404541,25
43,GTFreeRandom,3,GC10-DET,img_03_4402270500_00004.jpg,ddfa49f53ed06d2fd950eb09aea35b765ebd1c6d297e4e0c8f9e64602189c1b5,5,0.15212523937225342,25
43,GTFreeRandom,4,NEU-DET,rolled-in_scale_211.jpg,15700602a5b8d0a3c59b92b37ab6c378e8c192d164b2b2b0f36727360d2eb742,1,0.17435979843139648,30
43,GTFreeRandom,4,GC10-DET,img_03_4405964900_00010.jpg,1c40351a706505f7f06299eb831ef84d85e1840fc0db34345ca0bb822a4b825e,2,0.18328291177749634,30
43,GTFreeRandom,4,GC10-DET,img_01_429539000_00002.jpg,8316be5794bcc4d5765f035b54262b1b21fd15b82f240a4512e9710d112c8748,3,0.19670766592025757,30
43,GTFreeRandom,4,NEU-DET,rolled-in_scale_239.jpg,8e311a7b62d3ea8defe3a13129f6d1e903612173eb37216769c03ce8532d3722,4,0.2714318037033081,30
43,GTFreeRandom,4,GC10-DET,img_04_4402766700_00007.jpg,e298d10b8ccaacace08f1b05989005d970d13de3e8a57f2bd77a08661b68faf8,5,0.32576578855514526,30
44,GTFreeDatasetBalancedConsistency,1,NEU-DET,rolled-in_scale_24.jpg,02f3b5570a576ced7184f753619c8bb543be7b96aa48c3711388f2c5ee0470de,1,0.41563427448272705,15
44,GTFreeDatasetBalancedConsistency,1,NEU-DET,scratches_11.jpg,25ba78a47385e69a7b6bf5a04f143c9ea90594c8c7a2bb3562b2fd4525dafa6d,2,0.36216163635253906,15
44,GTFreeDatasetBalancedConsistency,1,NEU-DET,patches_22.jpg,39af694678f7c24b0c741ea09983c646bc24e7944d60286d34518fd19202e649,3,0.46131187677383423,15
44,GTFreeDatasetBalancedConsistency,1,NEU-DET,pitted_surface_189.jpg,9b357a5a3249eb7af16bbf8cae7f7f75bab8303b44b920c744ce416860939bc8,4,0.2448289394378662,15
44,GTFreeDatasetBalancedConsistency,1,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,5,0.36254239082336426,15
44,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_07_4405381400_00773.jpg,4a4b401c43dc80320554bdeb7644c970fdb9e5eb74f6ae9da2a4114b9287956c,1,0.16545873880386353,20
44,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_07_4405376700_00809.jpg,5755975903f09526605d14f4dc24d84c40bc85b86d2649abbdd6f6db9ad54cf2,2,0.1273496150970459,20
44,GTFreeDatasetBalancedConsistency,2,NEU-DET,scratches_147.jpg,9bc9d64d72c17cc718188ca1622d66f97c064228bbc7f868eae03ca779904a94,3,0.29843592643737793,20
44,GTFreeDatasetBalancedConsistency,2,NEU-DET,scratches_225.jpg,a1c77ccb488348690c051d41fc11123adac3c2bfc433c7da409d8a1fe0f4c4fd,4,0.2915049195289612,20
44,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_07_4405376700_00815.jpg,e9594c1ac2f08c1c06dea91c494efc69552aced1d213fa5145ff388d0ded06a9,5,0.1746882200241089,20
44,GTFreeDatasetBalancedConsistency,3,NEU-DET,pitted_surface_214.jpg,032433ae2b7256a0e41bbc632dd525683a4b0191b571d3680b30dab524f5c7db,1,0.28016167879104614,25
44,GTFreeDatasetBalancedConsistency,3,NEU-DET,crazing_225.jpg,089bfecb9772dc1d7d7a3a7bdb1b96f52a0742d2d54e8419cbd178247f198a5a,2,0.1969374418258667,25
44,GTFreeDatasetBalancedConsistency,3,GC10-DET,img_06_3436642500_00002.jpg,5ff33e9f33908e878836d877c303ac462a40d7c83a35837ae493e136bd5d2392,3,0.10330438613891602,25
44,GTFreeDatasetBalancedConsistency,3,NEU-DET,crazing_75.jpg,75e5bdb2288717e24c3b19ad246be5cb1a7fa0c42a39a33450d49060068466eb,4,0.15510070323944092,25
44,GTFreeDatasetBalancedConsistency,3,GC10-DET,img_07_4405965200_00151.jpg,994170777421dbd37b2d3dffe39679e66687454d230dead551efec30e8077b8a,5,0.2864111661911011,25
44,GTFreeDatasetBalancedConsistency,4,NEU-DET,crazing_49.jpg,02a64523295cef8b60b02151a416532c5dfaaa66f473adf89b1b25640df1bfa1,1,0.10205471515655518,30
44,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_06_430103100_01150.jpg,4222407b70c72e45c4027aaefa65fed585ede1e429125a9d5c244c56e5f80d7f,2,0.25104260444641113,30
44,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_04_4402117000_00004.jpg,55a602b5491e7d096e7dc4666a19ca720c9b67100aade5b38b786e2a660da824,3,0.3556133508682251,30
44,GTFreeDatasetBalancedConsistency,4,NEU-DET,pitted_surface_228.jpg,c3237de0b500293bb047ddc700a6a960e4ef3cb5d9f957755b902042b3af73c7,4,0.22377610206604004,30
44,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_06_4406783500_00003.jpg,f68cd9708e95fe8ae996c2014b32f1d8fac82b6bd74ecf6a1095ecfcced35a5d,5,0.45300495624542236,30
44,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,rolled-in_scale_30.jpg,5a326959ac310d162cf9d519783fb2bc3c8585a20c72c16e36a39117685131b2,1,0.41579651832580566,15
44,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,patches_162.jpg,5c9a4ea4b87f292bd33dc675d1e6b20eb25141e16b088e6209e22615df86a981,2,0.4393998384475708,15
44,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,pitted_surface_200.jpg,638ec352794dc5f4efbd4c151c78d01e384b2946aeb6b48c4393d4780eface2c,3,0.37926995754241943,15
44,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,4,0.36254239082336426,15
44,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,patches_228.jpg,d78d7eef3504015dd331c8bcc580dd3e3bb12b22130265f8d55f8e228b0b8f30,5,0.5347877144813538,15
44,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_05_4405228100_00452.jpg,01f3a7aac37da1e51d63d7e6f4105ed96ea6f31d353f7923adec4e6226b45c9f,1,0.41089773178100586,20
44,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_06_430103100_01149.jpg,1e895317eed92d24e2c8b4017552dbb8b07595bec95be93684a987f332165e41,2,0.5470771789550781,20
44,GTFreeDatasetBalancedVisualDiversity,2,NEU-DET,scratches_11.jpg,25ba78a47385e69a7b6bf5a04f143c9ea90594c8c7a2bb3562b2fd4525dafa6d,3,0.36216169595718384,20
44,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_05_4402826400_01261.jpg,bbdf47c63eaa67bd3f0c175dbe10da3aa7088a9cad8d2cbbf585c3c4966f6280,4,0.41186726093292236,20
44,GTFreeDatasetBalancedVisualDiversity,2,NEU-DET,inclusion_154.jpg,c9dc287614239feda81c4fda63bff79f8ce8f0cf201ac707b84b3c62aef95d12,5,0.33341073989868164,20
44,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,pitted_surface_214.jpg,032433ae2b7256a0e41bbc632dd525683a4b0191b571d3680b30dab524f5c7db,1,0.3070835471153259,25
44,GTFreeDatasetBalancedVisualDiversity,3,GC10-DET,img_01_4403690400_00005.jpg,0655c6df1f9c029a47e7358bf07908da74a3fd2464aa167aa14b33386fe9ad8a,2,0.37755870819091797,25
44,GTFreeDatasetBalancedVisualDiversity,3,GC10-DET,img_01_4402117200_00003.jpg,34b38bf2c6dcd0949c9841e3d6e7c27161e53c973bd3fab66dd139bc62163391,3,0.396024227142334,25
44,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,scratches_39.jpg,5ea54ad8be039dcc2f55ce5d2f429b985800d1de5a95030f46ee4c229b048091,4,0.31111645698547363,25
44,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,crazing_147.jpg,72ff4088f616442056a39f8ea0d06edf647d374d69cb950d449abb0127577698,5,0.3045918941497803,25
44,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_06_3436814000_00687.jpg,499f654864bc54f755a7b83b506f5642f665d3083d2890315053d92bf07d5978,1,0.3227955102920532,30
44,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,scratches_147.jpg,9bc9d64d72c17cc718188ca1622d66f97c064228bbc7f868eae03ca779904a94,2,0.29843592643737793,30
44,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,scratches_225.jpg,a1c77ccb488348690c051d41fc11123adac3c2bfc433c7da409d8a1fe0f4c4fd,3,0.2915049195289612,30
44,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_02_4406783500_00009.jpg,d8c403f45a50c25f6b496e9fcf356d5401411a02e7961a147b49b7c2241e81f3,4,0.3272433280944824,30
44,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_04_4402766700_00007.jpg,e298d10b8ccaacace08f1b05989005d970d13de3e8a57f2bd77a08661b68faf8,5,0.32576578855514526,30
44,GTFreeRandom,1,GC10-DET,img_05_4405228100_00452.jpg,01f3a7aac37da1e51d63d7e6f4105ed96ea6f31d353f7923adec4e6226b45c9f,1,0.41089773178100586,15
44,GTFreeRandom,1,NEU-DET,patches_189.jpg,04549863fff0566e172ff08973067fbf805c631e3db39c96fc6b59757c86f87c,2,0.4632118344306946,15
44,GTFreeRandom,1,GC10-DET,img_01_4402270500_00003.jpg,463aec154e35f1327f48d39ddcd7b3c8ac96e8d38ee6258139a556c16f1c0f31,3,0.13383030891418457,15
44,GTFreeRandom,1,NEU-DET,rolled-in_scale_205.jpg,53d148ae53159cfa698a7294a57b1a2d8c5556f3e1d28dbebb49fbdff49964fd,4,0.3898555636405945,15
44,GTFreeRandom,1,GC10-DET,img_07_4405381400_00779.jpg,9529fe9ae94760df15a745fab5bbdf523a9f07f37a6ed6af69bdbcf614a7cf59,5,0.1543741226196289,15
44,GTFreeRandom,2,NEU-DET,pitted_surface_214.jpg,032433ae2b7256a0e41bbc632dd525683a4b0191b571d3680b30dab524f5c7db,1,0.3070835471153259,20
44,GTFreeRandom,2,NEU-DET,pitted_surface_13.jpg,3871002d2a871b95cf63093c19b0044044348d352b72636c40c680daa8836be1,2,0.24841666221618652,20
44,GTFreeRandom,2,GC10-DET,img_08_4405381400_00773.jpg,7ca0f216cf16def43c3b98440e58404ca96f918dd20b503ca17969e7fb6d3369,3,0.2806288003921509,20
44,GTFreeRandom,2,NEU-DET,pitted_surface_228.jpg,c3237de0b500293bb047ddc700a6a960e4ef3cb5d9f957755b902042b3af73c7,4,0.22377610206604004,20
44,GTFreeRandom,2,NEU-DET,scratches_231.jpg,cb06ce5c325eedc80249bd05b87209a9f36c1960600e7bd61998321d1f4df874,5,0.277820348739624,20
44,GTFreeRandom,3,GC10-DET,img_01_4403690400_00005.jpg,0655c6df1f9c029a47e7358bf07908da74a3fd2464aa167aa14b33386fe9ad8a,1,0.37755870819091797,25
44,GTFreeRandom,3,NEU-DET,rolled-in_scale_239.jpg,8e311a7b62d3ea8defe3a13129f6d1e903612173eb37216769c03ce8532d3722,2,0.3097384572029114,25
44,GTFreeRandom,3,NEU-DET,inclusion_64.jpg,964aff4d3a61f6a5e6d9ccf8435051673b9e799887eaf085439458b23ab337df,3,0.11893993616104126,25
44,GTFreeRandom,3,GC10-DET,img_03_4402270500_00004.jpg,ddfa49f53ed06d2fd950eb09aea35b765ebd1c6d297e4e0c8f9e64602189c1b5,4,0.15212523937225342,25
44,GTFreeRandom,3,NEU-DET,scratches_184.jpg,fdea6e377619e0dac2455ceb42bd32fca131e2e82641e18461f498c58c582ca1,5,0.2587699890136719,25
44,GTFreeRandom,4,GC10-DET,img_06_430103100_01149.jpg,1e895317eed92d24e2c8b4017552dbb8b07595bec95be93684a987f332165e41,1,0.5037432909011841,30
44,GTFreeRandom,4,GC10-DET,img_07_4405381400_00773.jpg,4a4b401c43dc80320554bdeb7644c970fdb9e5eb74f6ae9da2a4114b9287956c,2,0.15042805671691895,30
44,GTFreeRandom,4,NEU-DET,patches_176.jpg,5060a2cb966b963d233b61b833fb860a660e9f470ea738ff733b6f3a50a9f3d2,3,0.258404016494751,30
44,GTFreeRandom,4,GC10-DET,img_06_427199900_01016.jpg,57eaf3a10b1a82db3045b4a4e49644e0e838452b799f7c5b2ef3fac3bf7f9d15,4,0.11732524633407593,30
44,GTFreeRandom,4,GC10-DET,img_02_4406783500_00009.jpg,d8c403f45a50c25f6b496e9fcf356d5401411a02e7961a147b49b7c2241e81f3,5,0.29320454597473145,30
45,GTFreeDatasetBalancedConsistency,1,GC10-DET,img_07_4405381400_00773.jpg,4a4b401c43dc80320554bdeb7644c970fdb9e5eb74f6ae9da2a4114b9287956c,1,0.27591419219970703,15
45,GTFreeDatasetBalancedConsistency,1,GC10-DET,img_07_4405376700_00809.jpg,5755975903f09526605d14f4dc24d84c40bc85b86d2649abbdd6f6db9ad54cf2,2,0.19670766592025757,15
45,GTFreeDatasetBalancedConsistency,1,GC10-DET,img_06_3436642500_00002.jpg,5ff33e9f33908e878836d877c303ac462a40d7c83a35837ae493e136bd5d2392,3,0.24895399808883667,15
45,GTFreeDatasetBalancedConsistency,1,GC10-DET,img_01_425501700_00022.jpg,88c1513512ebfdcf600872e7a1f1d0574cf84ef2217340b6f546a089d7764796,4,0.28601884841918945,15
45,GTFreeDatasetBalancedConsistency,1,GC10-DET,img_07_4405376700_00815.jpg,e9594c1ac2f08c1c06dea91c494efc69552aced1d213fa5145ff388d0ded06a9,5,0.3252371549606323,15
45,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_06_430103100_01150.jpg,4222407b70c72e45c4027aaefa65fed585ede1e429125a9d5c244c56e5f80d7f,1,0.2840806245803833,20
45,GTFreeDatasetBalancedConsistency,2,NEU-DET,scratches_219.jpg,55360319c9781b3cc3bb9be3113cff08077929359c0da0624ac5fe4ca4bedc85,2,0.2974528670310974,20
45,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_04_4402117000_00004.jpg,55a602b5491e7d096e7dc4666a19ca720c9b67100aade5b38b786e2a660da824,3,0.33615297079086304,20
45,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_07_4405965200_00151.jpg,994170777421dbd37b2d3dffe39679e66687454d230dead551efec30e8077b8a,4,0.2864111661911011,20
45,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_06_4406783500_00003.jpg,f68cd9708e95fe8ae996c2014b32f1d8fac82b6bd74ecf6a1095ecfcced35a5d,5,0.5196192264556885,20
45,GTFreeDatasetBalancedConsistency,3,NEU-DET,scratches_11.jpg,25ba78a47385e69a7b6bf5a04f143c9ea90594c8c7a2bb3562b2fd4525dafa6d,1,0.36216169595718384,25
45,GTFreeDatasetBalancedConsistency,3,GC10-DET,img_01_4402116900_00003.jpg,4c1a85444ce91b60c8af5b22565a198b0bbc3cc981dc82c8ba25740ddf8baf36,2,0.17916518449783325,25
45,GTFreeDatasetBalancedConsistency,3,GC10-DET,img_05_4405381400_00774.jpg,5613db10f3f8623bc3b82962a11bb2244d022ede6d414c8d97300fb235e807f4,3,0.21995657682418823,25
45,GTFreeDatasetBalancedConsistency,3,NEU-DET,pitted_surface_189.jpg,9b357a5a3249eb7af16bbf8cae7f7f75bab8303b44b920c744ce416860939bc8,4,0.2448289394378662,25
45,GTFreeDatasetBalancedConsistency,3,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,5,0.36254239082336426,25
45,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_01_4403690400_00005.jpg,0655c6df1f9c029a47e7358bf07908da74a3fd2464aa167aa14b33386fe9ad8a,1,0.40488219261169434,30
45,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_01_4402117200_00003.jpg,34b38bf2c6dcd0949c9841e3d6e7c27161e53c973bd3fab66dd139bc62163391,2,0.25832897424697876,30
45,GTFreeDatasetBalancedConsistency,4,NEU-DET,patches_22.jpg,39af694678f7c24b0c741ea09983c646bc24e7944d60286d34518fd19202e649,3,0.2119274139404297,30
