acquisition_seed,strategy,round,dataset_type,image_name,sample_id,rank_in_selection,min_cosine_distance_to_labeled_before_selection,num_reference_labeled_before_selection
45,GTFreeDatasetBalancedConsistency,4,NEU-DET,scratches_147.jpg,9bc9d64d72c17cc718188ca1622d66f97c064228bbc7f868eae03ca779904a94,4,0.3217073678970337,30
45,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_02_4406783500_00008.jpg,ff661475c560fe021a0d596a4b23e277fdb8ceb46fd1e69bd5f60cf356dbfae7,5,0.24356651306152344,30
45,GTFreeDatasetBalancedVisualDiversity,1,GC10-DET,img_08_427199900_01134.jpg,3328cc628d137c3c94430d077cb0c83d92c352ee16bd6982c87e2a32f99b6f36,1,0.5437628030776978,15
45,GTFreeDatasetBalancedVisualDiversity,1,GC10-DET,img_01_4402117200_00003.jpg,34b38bf2c6dcd0949c9841e3d6e7c27161e53c973bd3fab66dd139bc62163391,2,0.4596376419067383,15
45,GTFreeDatasetBalancedVisualDiversity,1,GC10-DET,img_01_425382900_00002.jpg,967af2c1381591479c095347c0421ad2751eaba7397d14229eee5a589b79748c,3,0.5419392585754395,15
45,GTFreeDatasetBalancedVisualDiversity,1,GC10-DET,img_07_427199900_01135.jpg,e366f2a7d97eb94e612539f4eac6a61c1977c6ef04d2ac4a57c5f7c8d4c58ab6,4,0.5239828824996948,15
45,GTFreeDatasetBalancedVisualDiversity,1,GC10-DET,img_06_4406783500_00003.jpg,f68cd9708e95fe8ae996c2014b32f1d8fac82b6bd74ecf6a1095ecfcced35a5d,5,0.5196192264556885,15
45,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_05_4405228100_00452.jpg,01f3a7aac37da1e51d63d7e6f4105ed96ea6f31d353f7923adec4e6226b45c9f,1,0.3980741500854492,20
45,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_06_430103100_01150.jpg,4222407b70c72e45c4027aaefa65fed585ede1e429125a9d5c244c56e5f80d7f,2,0.38190627098083496,20
45,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_07_4405965200_00151.jpg,994170777421dbd37b2d3dffe39679e66687454d230dead551efec30e8077b8a,3,0.41519105434417725,20
45,GTFreeDatasetBalancedVisualDiversity,2,NEU-DET,scratches_225.jpg,a1c77ccb488348690c051d41fc11123adac3c2bfc433c7da409d8a1fe0f4c4fd,4,0.47102540731430054,20
45,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_01_4402117100_00006.jpg,aea879c4c3f7dbeabb435d98aafc4b940d1aa02c135e7680c0b8cdc384c95a10,5,0.39689958095550537,20
45,GTFreeDatasetBalancedVisualDiversity,3,GC10-DET,img_01_4403690400_00005.jpg,0655c6df1f9c029a47e7358bf07908da74a3fd2464aa167aa14b33386fe9ad8a,1,0.37755870819091797,25
45,GTFreeDatasetBalancedVisualDiversity,3,GC10-DET,img_06_3436814000_00687.jpg,499f654864bc54f755a7b83b506f5642f665d3083d2890315053d92bf07d5978,2,0.3586885929107666,25
45,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,3,0.36254239082336426,25
45,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,scratches_231.jpg,cb06ce5c325eedc80249bd05b87209a9f36c1960600e7bd61998321d1f4df874,4,0.347353458404541,25
45,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,scratches_184.jpg,fdea6e377619e0dac2455ceb42bd32fca131e2e82641e18461f498c58c582ca1,5,0.3788238763809204,25
45,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,pitted_surface_214.jpg,032433ae2b7256a0e41bbc632dd525683a4b0191b571d3680b30dab524f5c7db,1,0.3070835471153259,30
45,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_03_4405964900_00010.jpg,1c40351a706505f7f06299eb831ef84d85e1840fc0db34345ca0bb822a4b825e,2,0.3212418556213379,30
45,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,patches_214.jpg,8c146502679593c484375d38dd62d22c6b4db1bf3be89a5e866a15fa746f5264,3,0.3133840560913086,30
45,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_04_4402766700_00007.jpg,e298d10b8ccaacace08f1b05989005d970d13de3e8a57f2bd77a08661b68faf8,4,0.32576578855514526,30
45,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_01_4402270500_00004.jpg,fb1603839e56514590a387d61cb95955b53f66baa77e50089fc88ea4fcc7ad71,5,0.35614585876464844,30
45,GTFreeRandom,1,GC10-DET,img_01_4402117200_00003.jpg,34b38bf2c6dcd0949c9841e3d6e7c27161e53c973bd3fab66dd139bc62163391,1,0.4596376419067383,15
45,GTFreeRandom,1,NEU-DET,patches_200.jpg,a7e77a76d93594efd98271baa2cf9a5d686e1160086b5faaceaa8ba8fb224161,2,0.1352163553237915,15
45,GTFreeRandom,1,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,3,0.3625423312187195,15
45,GTFreeRandom,1,GC10-DET,img_02_4406783500_00009.jpg,d8c403f45a50c25f6b496e9fcf356d5401411a02e7961a147b49b7c2241e81f3,4,0.27689099311828613,15
45,GTFreeRandom,1,GC10-DET,img_05_4403831800_00930.jpg,dccfd6d97fdacbccfe74f38ee3a475d13988146885a0c2517a0c41a984b1dd1c,5,0.5406107902526855,15
45,GTFreeRandom,2,NEU-DET,patches_189.jpg,04549863fff0566e172ff08973067fbf805c631e3db39c96fc6b59757c86f87c,1,0.14066624641418457,20
45,GTFreeRandom,2,NEU-DET,pitted_surface_13.jpg,3871002d2a871b95cf63093c19b0044044348d352b72636c40c680daa8836be1,2,0.26135408878326416,20
45,GTFreeRandom,2,NEU-DET,scratches_147.jpg,9bc9d64d72c17cc718188ca1622d66f97c064228bbc7f868eae03ca779904a94,3,0.3217073678970337,20
45,GTFreeRandom,2,GC10-DET,img_07_427199900_01135.jpg,e366f2a7d97eb94e612539f4eac6a61c1977c6ef04d2ac4a57c5f7c8d4c58ab6,4,0.5239828824996948,20
45,GTFreeRandom,2,GC10-DET,img_03_4405964400_00010.jpg,fd1cb43dfec5de51839e5a74931e98aef425d25cc29bbb4a49dda5c17ee720ff,5,0.26135241985321045,20
45,GTFreeRandom,3,GC10-DET,img_04_4403690400_00005.jpg,0a1e5570761b01b4c13d447fbd40712707796db0e12fe1f0978d884089c418dd,1,0.3810853958129883,25
45,GTFreeRandom,3,GC10-DET,img_07_430103100_01150.jpg,3523ff3a2021d18695d7dd06d1aac80ae3e1bc3d8488dcc147b8aabdd6dd48f4,2,0.3011555075645447,25
45,GTFreeRandom,3,GC10-DET,img_06_430103100_01150.jpg,4222407b70c72e45c4027aaefa65fed585ede1e429125a9d5c244c56e5f80d7f,3,0.38190627098083496,25
45,GTFreeRandom,3,GC10-DET,img_01_425382900_00002.jpg,967af2c1381591479c095347c0421ad2751eaba7397d14229eee5a589b79748c,4,0.44982850551605225,25
45,GTFreeRandom,3,NEU-DET,pitted_surface_189.jpg,9b357a5a3249eb7af16bbf8cae7f7f75bab8303b44b920c744ce416860939bc8,5,0.2448289394378662,25
45,GTFreeRandom,4,NEU-DET,rolled-in_scale_211.jpg,15700602a5b8d0a3c59b92b37ab6c378e8c192d164b2b2b0f36727360d2eb742,1,0.08749562501907349,30
45,GTFreeRandom,4,NEU-DET,scratches_39.jpg,5ea54ad8be039dcc2f55ce5d2f429b985800d1de5a95030f46ee4c229b048091,2,0.3015579581260681,30
45,GTFreeRandom,4,GC10-DET,img_06_3436642500_00002.jpg,5ff33e9f33908e878836d877c303ac462a40d7c83a35837ae493e136bd5d2392,3,0.20168769359588623,30
45,GTFreeRandom,4,GC10-DET,img_01_4402117100_00006.jpg,aea879c4c3f7dbeabb435d98aafc4b940d1aa02c135e7680c0b8cdc384c95a10,4,0.38925814628601074,30
45,GTFreeRandom,4,NEU-DET,scratches_184.jpg,fdea6e377619e0dac2455ceb42bd32fca131e2e82641e18461f498c58c582ca1,5,0.3217664957046509,30
46,GTFreeDatasetBalancedConsistency,1,GC10-DET,img_07_4405381400_00773.jpg,4a4b401c43dc80320554bdeb7644c970fdb9e5eb74f6ae9da2a4114b9287956c,1,0.1990901231765747,15
46,GTFreeDatasetBalancedConsistency,1,NEU-DET,scratches_219.jpg,55360319c9781b3cc3bb9be3113cff08077929359c0da0624ac5fe4ca4bedc85,2,0.36216169595718384,15
46,GTFreeDatasetBalancedConsistency,1,GC10-DET,img_07_4405376700_00809.jpg,5755975903f09526605d14f4dc24d84c40bc85b86d2649abbdd6f6db9ad54cf2,3,0.12626683712005615,15
46,GTFreeDatasetBalancedConsistency,1,NEU-DET,pitted_surface_189.jpg,9b357a5a3249eb7af16bbf8cae7f7f75bab8303b44b920c744ce416860939bc8,4,0.25528573989868164,15
46,GTFreeDatasetBalancedConsistency,1,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,5,0.2617877721786499,15
46,GTFreeDatasetBalancedConsistency,2,NEU-DET,rolled-in_scale_24.jpg,02f3b5570a576ced7184f753619c8bb543be7b96aa48c3711388f2c5ee0470de,1,0.4287184476852417,20
46,GTFreeDatasetBalancedConsistency,2,NEU-DET,patches_22.jpg,39af694678f7c24b0c741ea09983c646bc24e7944d60286d34518fd19202e649,2,0.3992578983306885,20
46,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_04_4402117000_00004.jpg,55a602b5491e7d096e7dc4666a19ca720c9b67100aade5b38b786e2a660da824,3,0.3602027893066406,20
46,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_06_3436642500_00002.jpg,5ff33e9f33908e878836d877c303ac462a40d7c83a35837ae493e136bd5d2392,4,0.19300270080566406,20
46,GTFreeDatasetBalancedConsistency,2,GC10-DET,img_07_4405965200_00151.jpg,994170777421dbd37b2d3dffe39679e66687454d230dead551efec30e8077b8a,5,0.2864111661911011,20
46,GTFreeDatasetBalancedConsistency,3,GC10-DET,img_06_430103100_01150.jpg,4222407b70c72e45c4027aaefa65fed585ede1e429125a9d5c244c56e5f80d7f,1,0.22609949111938477,25
46,GTFreeDatasetBalancedConsistency,3,GC10-DET,img_01_4402116900_00003.jpg,4c1a85444ce91b60c8af5b22565a198b0bbc3cc981dc82c8ba25740ddf8baf36,2,0.17916518449783325,25
46,GTFreeDatasetBalancedConsistency,3,NEU-DET,crazing_75.jpg,75e5bdb2288717e24c3b19ad246be5cb1a7fa0c42a39a33450d49060068466eb,3,0.28425490856170654,25
46,GTFreeDatasetBalancedConsistency,3,NEU-DET,scratches_147.jpg,9bc9d64d72c17cc718188ca1622d66f97c064228bbc7f868eae03ca779904a94,4,0.35135823488235474,25
46,GTFreeDatasetBalancedConsistency,3,NEU-DET,scratches_225.jpg,a1c77ccb488348690c051d41fc11123adac3c2bfc433c7da409d8a1fe0f4c4fd,5,0.2915049195289612,25
46,GTFreeDatasetBalancedConsistency,4,NEU-DET,pitted_surface_214.jpg,032433ae2b7256a0e41bbc632dd525683a4b0191b571d3680b30dab524f5c7db,1,0.2577143907546997,30
46,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_01_4403690400_00005.jpg,0655c6df1f9c029a47e7358bf07908da74a3fd2464aa167aa14b33386fe9ad8a,2,0.40488219261169434,30
46,GTFreeDatasetBalancedConsistency,4,NEU-DET,crazing_225.jpg,089bfecb9772dc1d7d7a3a7bdb1b96f52a0742d2d54e8419cbd178247f198a5a,3,0.1819508671760559,30
46,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_05_4405381400_00774.jpg,5613db10f3f8623bc3b82962a11bb2244d022ede6d414c8d97300fb235e807f4,4,0.28258025646209717,30
46,GTFreeDatasetBalancedConsistency,4,GC10-DET,img_05_4402826400_01261.jpg,bbdf47c63eaa67bd3f0c175dbe10da3aa7088a9cad8d2cbbf585c3c4966f6280,5,0.3525584936141968,30
46,GTFreeDatasetBalancedVisualDiversity,1,GC10-DET,img_05_4405228100_00452.jpg,01f3a7aac37da1e51d63d7e6f4105ed96ea6f31d353f7923adec4e6226b45c9f,1,0.5095492601394653,15
46,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,rolled-in_scale_30.jpg,5a326959ac310d162cf9d519783fb2bc3c8585a20c72c16e36a39117685131b2,2,0.5059186220169067,15
46,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,patches_228.jpg,d78d7eef3504015dd331c8bcc580dd3e3bb12b22130265f8d55f8e228b0b8f30,3,0.5463638305664062,15
46,GTFreeDatasetBalancedVisualDiversity,1,GC10-DET,img_04_4402766700_00007.jpg,e298d10b8ccaacace08f1b05989005d970d13de3e8a57f2bd77a08661b68faf8,4,0.535160481929779,15
46,GTFreeDatasetBalancedVisualDiversity,1,NEU-DET,scratches_184.jpg,fdea6e377619e0dac2455ceb42bd32fca131e2e82641e18461f498c58c582ca1,5,0.4302261471748352,15
46,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_01_4403690400_00005.jpg,0655c6df1f9c029a47e7358bf07908da74a3fd2464aa167aa14b33386fe9ad8a,1,0.4785749912261963,20
46,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_01_4402117200_00003.jpg,34b38bf2c6dcd0949c9841e3d6e7c27161e53c973bd3fab66dd139bc62163391,2,0.396024227142334,20
46,GTFreeDatasetBalancedVisualDiversity,2,NEU-DET,scratches_219.jpg,55360319c9781b3cc3bb9be3113cff08077929359c0da0624ac5fe4ca4bedc85,3,0.36216169595718384,20
46,GTFreeDatasetBalancedVisualDiversity,2,NEU-DET,scratches_147.jpg,9bc9d64d72c17cc718188ca1622d66f97c064228bbc7f868eae03ca779904a94,4,0.3217664957046509,20
46,GTFreeDatasetBalancedVisualDiversity,2,GC10-DET,img_05_4403831800_00930.jpg,dccfd6d97fdacbccfe74f38ee3a475d13988146885a0c2517a0c41a984b1dd1c,5,0.39332228899002075,20
46,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,scratches_39.jpg,5ea54ad8be039dcc2f55ce5d2f429b985800d1de5a95030f46ee4c229b048091,1,0.3056986927986145,25
46,GTFreeDatasetBalancedVisualDiversity,3,GC10-DET,img_01_425382900_00002.jpg,967af2c1381591479c095347c0421ad2751eaba7397d14229eee5a589b79748c,2,0.37755870819091797,25
46,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,scratches_225.jpg,a1c77ccb488348690c051d41fc11123adac3c2bfc433c7da409d8a1fe0f4c4fd,3,0.2915049195289612,25
46,GTFreeDatasetBalancedVisualDiversity,3,NEU-DET,crazing_219.jpg,a39d4d10837d9ffc5f81ebb56868d1576c65772e45bb2652a01bd44fbe65c248,4,0.2993391752243042,25
46,GTFreeDatasetBalancedVisualDiversity,3,GC10-DET,img_01_4402117100_00006.jpg,aea879c4c3f7dbeabb435d98aafc4b940d1aa02c135e7680c0b8cdc384c95a10,5,0.35645246505737305,25
46,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,crazing_49.jpg,02a64523295cef8b60b02151a416532c5dfaaa66f473adf89b1b25640df1bfa1,1,0.2738493084907532,30
46,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_06_430103100_01149.jpg,1e895317eed92d24e2c8b4017552dbb8b07595bec95be93684a987f332165e41,2,0.3106323480606079,30
46,GTFreeDatasetBalancedVisualDiversity,4,NEU-DET,patches_176.jpg,5060a2cb966b963d233b61b833fb860a660e9f470ea738ff733b6f3a50a9f3d2,3,0.28615182638168335,30
46,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_05_4402826400_01261.jpg,bbdf47c63eaa67bd3f0c175dbe10da3aa7088a9cad8d2cbbf585c3c4966f6280,4,0.3525584936141968,30
46,GTFreeDatasetBalancedVisualDiversity,4,GC10-DET,img_07_427199900_01135.jpg,e366f2a7d97eb94e612539f4eac6a61c1977c6ef04d2ac4a57c5f7c8d4c58ab6,5,0.30710655450820923,30
46,GTFreeRandom,1,GC10-DET,img_07_4405381400_00773.jpg,4a4b401c43dc80320554bdeb7644c970fdb9e5eb74f6ae9da2a4114b9287956c,1,0.1990901231765747,15
46,GTFreeRandom,1,GC10-DET,img_06_3436642500_00002.jpg,5ff33e9f33908e878836d877c303ac462a40d7c83a35837ae493e136bd5d2392,2,0.20487630367279053,15
46,GTFreeRandom,1,NEU-DET,scratches_225.jpg,a1c77ccb488348690c051d41fc11123adac3c2bfc433c7da409d8a1fe0f4c4fd,3,0.2915049195289612,15
46,GTFreeRandom,1,NEU-DET,rolled-in_scale_173.jpg,af1f5d9e998fe66d338faa1ef349a1e6604dcab448ee766a26859570428abd3e,4,0.40156126022338867,15
46,GTFreeRandom,1,GC10-DET,img_05_4402826400_01261.jpg,bbdf47c63eaa67bd3f0c175dbe10da3aa7088a9cad8d2cbbf585c3c4966f6280,5,0.3525584936141968,15
46,GTFreeRandom,2,GC10-DET,img_05_4405228100_00452.jpg,01f3a7aac37da1e51d63d7e6f4105ed96ea6f31d353f7923adec4e6226b45c9f,1,0.5095492601394653,20
46,GTFreeRandom,2,GC10-DET,img_04_4403690400_00005.jpg,0a1e5570761b01b4c13d447fbd40712707796db0e12fe1f0978d884089c418dd,2,0.34336161613464355,20
46,GTFreeRandom,2,NEU-DET,crazing_153.jpg,191e3d6078659163229fe0b995a5d34f28b52b807a789dd7f988102ab430073e,3,0.26049160957336426,20
46,GTFreeRandom,2,GC10-DET,img_06_430103100_01149.jpg,1e895317eed92d24e2c8b4017552dbb8b07595bec95be93684a987f332165e41,4,0.3106323480606079,20
46,GTFreeRandom,2,NEU-DET,scratches_184.jpg,fdea6e377619e0dac2455ceb42bd32fca131e2e82641e18461f498c58c582ca1,5,0.4302261471748352,20
46,GTFreeRandom,3,NEU-DET,rolled-in_scale_24.jpg,02f3b5570a576ced7184f753619c8bb543be7b96aa48c3711388f2c5ee0470de,1,0.11464256048202515,25
46,GTFreeRandom,3,NEU-DET,crazing_61.jpg,1c1dccfbad4c042fd4259e4b2454d458200daabaad3db98bc7dd41e9a6160475,2,0.2657129764556885,25
46,GTFreeRandom,3,GC10-DET,img_01_429539000_00002.jpg,8316be5794bcc4d5765f035b54262b1b21fd15b82f240a4512e9710d112c8748,3,0.23906564712524414,25
46,GTFreeRandom,3,NEU-DET,patches_200.jpg,a7e77a76d93594efd98271baa2cf9a5d686e1160086b5faaceaa8ba8fb224161,4,0.3551480770111084,25
46,GTFreeRandom,3,NEU-DET,pitted_surface_162.jpg,b51e0ee043a80bf729f3481c61c2720badffaa7233bc9d032b52246a5909982a,5,0.2617877721786499,25
46,GTFreeRandom,4,NEU-DET,rolled-in_scale_211.jpg,15700602a5b8d0a3c59b92b37ab6c378e8c192d164b2b2b0f36727360d2eb742,1,0.08749562501907349,30
46,GTFreeRandom,4,GC10-DET,img_08_4405381400_00773.jpg,7ca0f216cf16def43c3b98440e58404ca96f918dd20b503ca17969e7fb6d3369,2,0.3144664764404297,30
46,GTFreeRandom,4,GC10-DET,img_02_425613700_00758.jpg,a335a5acdeef771d643f4a67438cb11b4958d8920abf9ef0bf58000f7346baf6,3,0.21027511358261108,30
46,GTFreeRandom,4,GC10-DET,img_02_4402116700_00002.jpg,e2dc1c2c4c13a55ca363a8ae95375b40184d9a3cbb54659351a7574468d2eee1,4,0.10330438613891602,30
46,GTFreeRandom,4,GC10-DET,img_01_4402270500_00004.jpg,fb1603839e56514590a387d61cb95955b53f66baa77e50089fc88ea4fcc7ad71,5,0.13383030891418457,30
